snapshot_date,underlying,call_volume,put_volume,total_volume,call_share,put_share,put_call_ratio,contracts_seen,volume_basis
2026-06-01,US.SCO,5785,5054,10839,0.5337,0.4663,0.8736,200,
2026-06-01,US.SMCI,176623,83911,260534,0.6779,0.3221,0.4751,200,
2026-06-01,US.SNOW,62416,22393,84809,0.736,0.264,0.3588,200,
2026-06-01,US.SOFI,334291,51566,385857,0.8664,0.1336,0.1543,200,
2026-06-01,US.SOUN,118451,20382,138833,0.8532,0.1468,0.1721,200,
2026-06-01,US.SOXL,26880,27399,54279,0.4952,0.5048,1.0193,200,
2026-06-01,US.SOXS,135598,31854,167452,0.8098,0.1902,0.2349,200,
2026-06-01,US.SPY,707506,881228,1588734,0.4453,0.5547,1.2455,200,
2026-06-01,US.SQQQ,44289,9150,53439,0.8288,0.1712,0.2066,200,
2026-06-01,US.SVIX,3261,3357,6618,0.4927,0.5073,1.0294,200,
2026-06-01,US.TEAM,17651,2268,19919,0.8861,0.1139,0.1285,200,
2026-06-01,US.TIGR,18069,31702,49771,0.363,0.637,1.7545,200,
2026-06-01,US.TMF,7333,6565,13898,0.5276,0.4724,0.8953,200,
2026-06-01,US.TNA,9691,13672,23363,0.4148,0.5852,1.4108,200,
2026-06-01,US.TSLA,611802,305642,917444,0.6669,0.3331,0.4996,200,
2026-06-01,US.TSM,127318,43143,170461,0.7469,0.2531,0.3389,200,
2026-06-01,US.TWLO,17750,5025,22775,0.7794,0.2206,0.2831,200,
2026-06-01,US.UPST,14470,6096,20566,0.7036,0.2964,0.4213,200,
2026-06-01,US.UVXY,19072,5048,24120,0.7907,0.2093,0.2647,200,
2026-06-01,US.VEEV,7282,2482,9764,0.7458,0.2542,0.3408,200,
2026-06-01,US.VST,12502,6145,18647,0.6705,0.3295,0.4915,200,
2026-06-01,US.WDAY,15441,6452,21893,0.7053,0.2947,0.4178,200,
2026-06-01,US.XOM,54635,13689,68324,0.7996,0.2004,0.2506,200,
2026-06-01,US.XYF,0,0,0,0.0,0.0,0.0,0,
2026-06-01,US.YINN,5523,2091,7614,0.7254,0.2746,0.3786,200,
2026-06-02,US.AAPL,659695,188266,847961,0.778,0.222,0.2854,200,
2026-06-02,US.ADSK,2244,1470,3714,0.6042,0.3958,0.6551,200,
2026-06-02,US.AMD,95971,30778,126749,0.7572,0.2428,0.3207,200,
2026-06-02,US.AMZN,293344,98355,391699,0.7489,0.2511,0.3353,200,
2026-06-02,US.APLD,38613,7968,46581,0.8289,0.1711,0.2064,200,
2026-06-02,US.ASML,9337,3427,12764,0.7315,0.2685,0.367,200,
2026-06-02,US.ASX,7219,1198,8417,0.8577,0.1423,0.166,200,
2026-06-02,US.AVGO,185326,36826,222152,0.8342,0.1658,0.1987,200,
2026-06-02,US.BABA,135144,19602,154746,0.8733,0.1267,0.145,200,
2026-06-02,US.BBAI,83295,18984,102279,0.8144,0.1856,0.2279,200,
2026-06-02,US.BMNR,94759,37444,132203,0.7168,0.2832,0.3951,200,
2026-06-02,US.CBRS,15650,5122,20772,0.7534,0.2466,0.3273,200,
2026-06-02,US.COHR,22193,10479,32672,0.6793,0.3207,0.4722,200,
2026-06-02,US.COIN,45423,35499,80922,0.5613,0.4387,0.7815,200,
2026-06-02,US.CRCL,44013,18370,62383,0.7055,0.2945,0.4174,200,
2026-06-02,US.CRM,71069,27929,98998,0.7179,0.2821,0.393,200,
2026-06-02,US.CRWD,12063,6004,18067,0.6677,0.3323,0.4977,200,
2026-06-02,US.CRWV,140958,20642,161600,0.8723,0.1277,0.1464,200,
2026-06-02,US.CVX,10960,4966,15926,0.6882,0.3118,0.4531,200,
2026-06-02,US.DDOG,12799,6332,19131,0.669,0.331,0.4947,200,
2026-06-02,US.DELL,39028,19740,58768,0.6641,0.3359,0.5058,200,
2026-06-02,US.DJT,12024,2998,15022,0.8004,0.1996,0.2493,200,
2026-06-02,US.DUOL,3892,2357,6249,0.6228,0.3772,0.6056,200,
2026-06-02,US.EWT,10972,4312,15284,0.7179,0.2821,0.393,200,
2026-06-02,US.FCX,81250,37272,118522,0.6855,0.3145,0.4587,200,
2026-06-02,US.FUTU,5599,6795,12394,0.4518,0.5482,1.2136,200,
2026-06-02,US.GDS,832,44,876,0.9498,0.0502,0.0529,200,
2026-06-02,US.GEMI,1714,1788,3502,0.4894,0.5106,1.0432,200,
2026-06-02,US.GEV,3296,3766,7062,0.4667,0.5333,1.1426,200,
2026-06-02,US.GOOGL,300678,160182,460860,0.6524,0.3476,0.5327,200,
2026-06-02,US.HOOD,189313,34485,223798,0.8459,0.1541,0.1822,200,
2026-06-02,US.HPE,334126,66543,400669,0.8339,0.1661,0.1992,200,
2026-06-02,US.IBIT,196736,460185,656921,0.2995,0.7005,2.3391,200,
2026-06-02,US.IBM,88844,15277,104121,0.8533,0.1467,0.172,200,
2026-06-02,US.IGV,90875,38944,129819,0.7,0.3,0.4285,200,
2026-06-02,US.INTC,406675,79553,486228,0.8364,0.1636,0.1956,200,
2026-06-02,US.INTU,12468,9691,22159,0.5627,0.4373,0.7773,200,
2026-06-02,US.IREN,233578,40245,273823,0.853,0.147,0.1723,200,
2026-06-02,US.IWM,129763,273617,403380,0.3217,0.6783,2.1086,200,
2026-06-02,US.JD,37081,19723,56804,0.6528,0.3472,0.5319,200,
2026-06-02,US.LI,5571,6074,11645,0.4784,0.5216,1.0903,200,
2026-06-02,US.LITE,17241,5572,22813,0.7558,0.2442,0.3232,200,
2026-06-02,US.MARA,56650,31670,88320,0.6414,0.3586,0.559,200,
2026-06-02,US.MDB,7585,3698,11283,0.6723,0.3277,0.4875,200,
2026-06-02,US.META,334727,78503,413230,0.81,0.19,0.2345,200,
2026-06-02,US.MP,19814,3316,23130,0.8566,0.1434,0.1674,200,
2026-06-02,US.MRNA,8976,6152,15128,0.5933,0.4067,0.6854,200,
2026-06-02,US.MRVL,344043,59984,404027,0.8515,0.1485,0.1744,200,
2026-06-02,US.MSFT,460627,70646,531273,0.867,0.133,0.1534,200,
2026-06-02,US.MSTR,93735,216637,310372,0.302,0.698,2.3112,200,
2026-06-02,US.NBIS,57470,32925,90395,0.6358,0.3642,0.5729,200,
2026-06-02,US.NET,13041,2579,15620,0.8349,0.1651,0.1978,200,
2026-06-02,US.NOW,162159,29684,191843,0.8453,0.1547,0.1831,200,
2026-06-02,US.NVDA,2251686,459745,2711431,0.8304,0.1696,0.2042,200,
2026-06-02,US.OKLO,148669,21993,170662,0.8711,0.1289,0.1479,200,
2026-06-02,US.OPEN,256926,12488,269414,0.9536,0.0464,0.0486,200,
2026-06-02,US.ORCL,175427,78808,254235,0.69,0.31,0.4492,200,
2026-06-02,US.PANW,70985,45224,116209,0.6108,0.3892,0.6371,200,
2026-06-02,US.PDD,36434,9453,45887,0.794,0.206,0.2595,200,
2026-06-02,US.PLTR,271269,106066,377335,0.7189,0.2811,0.391,200,
2026-06-02,US.QCOM,74044,19944,93988,0.7878,0.2122,0.2694,200,
2026-06-02,US.QQQ,510922,456616,967538,0.5281,0.4719,0.8937,200,
2026-06-02,US.RBRK,11321,1101,12422,0.9114,0.0886,0.0973,200,
2026-06-02,US.RDDT,26977,6239,33216,0.8122,0.1878,0.2313,200,
2026-06-02,US.RXRX,19203,2227,21430,0.8961,0.1039,0.116,200,
2026-06-02,US.SAP,4691,903,5594,0.8386,0.1614,0.1925,200,
2026-06-02,US.SBET,5753,10415,16168,0.3558,0.6442,1.8104,200,
2026-06-02,US.SCO,2495,2856,5351,0.4663,0.5337,1.1447,200,
2026-06-02,US.SMCI,229713,32743,262456,0.8752,0.1248,0.1425,200,
2026-06-02,US.SNOW,39648,13099,52747,0.7517,0.2483,0.3304,200,
2026-06-02,US.SOFI,256294,47949,304243,0.8424,0.1576,0.1871,200,
2026-06-02,US.SOUN,56217,10763,66980,0.8393,0.1607,0.1915,200,
2026-06-02,US.SOXL,43316,30330,73646,0.5882,0.4118,0.7002,200,
2026-06-02,US.SOXS,223201,57848,281049,0.7942,0.2058,0.2592,200,
2026-06-02,US.SPY,627593,696701,1324294,0.4739,0.5261,1.1101,200,
2026-06-02,US.SQQQ,42997,7830,50827,0.8459,0.1541,0.1821,200,
2026-06-02,US.SVIX,947,3500,4447,0.213,0.787,3.6959,200,
2026-06-02,US.TEAM,10298,4139,14437,0.7133,0.2867,0.4019,200,
2026-06-02,US.TIGR,14491,5333,19824,0.731,0.269,0.368,200,
2026-06-02,US.TMF,7116,2343,9459,0.7523,0.2477,0.3293,200,
2026-06-02,US.TNA,8310,10078,18388,0.4519,0.5481,1.2128,200,
2026-06-02,US.TSLA,949597,464879,1414476,0.6713,0.3287,0.4896,200,
2026-06-02,US.TSM,37875,22897,60772,0.6232,0.3768,0.6045,200,
2026-06-02,US.TWLO,6327,1827,8154,0.7759,0.2241,0.2888,200,
2026-06-02,US.UPST,11240,3185,14425,0.7792,0.2208,0.2834,200,
2026-06-02,US.UVXY,10059,5133,15192,0.6621,0.3379,0.5103,200,
2026-06-02,US.VEEV,5699,1588,7287,0.7821,0.2179,0.2786,200,
2026-06-02,US.VST,18927,5547,24474,0.7734,0.2266,0.2931,200,
2026-06-02,US.WDAY,8503,3620,12123,0.7014,0.2986,0.4257,200,
2026-06-02,US.XOM,20474,6517,26991,0.7585,0.2415,0.3183,200,
2026-06-02,US.YINN,10654,3659,14313,0.7444,0.2556,0.3434,200,
2026-06-02,US.GFS,12267,3223,15490,0.7919,0.2081,0.2627,200,
2026-06-02,US.NOK,444609,106002,550611,0.8075,0.1925,0.2384,200,
2026-06-02,US.AEHR,5950,3522,9472,0.6282,0.3718,0.5919,200,
2026-06-04,US.AAPL,213870,75626,289496,0.7388,0.2612,0.3536,200,
2026-06-04,US.ADSK,516,421,937,0.5507,0.4493,0.8159,200,
2026-06-04,US.AEHR,1546,1994,3540,0.4367,0.5633,1.2898,200,
2026-06-04,US.AMD,105631,50378,156009,0.6771,0.3229,0.4769,200,
2026-06-04,US.AMZN,194216,76940,271156,0.7163,0.2837,0.3962,200,
2026-06-04,US.APLD,14146,9170,23316,0.6067,0.3933,0.6482,200,
2026-06-04,US.ASML,4010,1475,5485,0.7311,0.2689,0.3678,200,
2026-06-04,US.ASX,2616,311,2927,0.8937,0.1063,0.1189,200,
2026-06-04,US.AVGO,161077,130406,291483,0.5526,0.4474,0.8096,200,
2026-06-04,US.BABA,34845,7409,42254,0.8247,0.1753,0.2126,200,
2026-06-04,US.BBAI,27438,5467,32905,0.8339,0.1661,0.1992,200,
2026-06-04,US.BMNR,35698,19872,55570,0.6424,0.3576,0.5567,200,
2026-06-04,US.CBRS,12645,3173,15818,0.7994,0.2006,0.2509,200,
2026-06-04,US.COHR,7423,5162,12585,0.5898,0.4102,0.6954,200,
2026-06-04,US.COIN,62337,17130,79467,0.7844,0.2156,0.2748,200,
2026-06-04,US.CRCL,33426,13325,46751,0.715,0.285,0.3986,200,
2026-06-04,US.CRM,25113,10636,35749,0.7025,0.2975,0.4235,200,
2026-06-04,US.CRWD,15893,14107,30000,0.5298,0.4702,0.8876,200,
2026-06-04,US.CRWV,54505,28683,83188,0.6552,0.3448,0.5262,200,
2026-06-04,US.CVX,6736,3343,10079,0.6683,0.3317,0.4963,200,
2026-06-04,US.DDOG,3297,4705,8002,0.412,0.588,1.4271,200,
2026-06-04,US.DELL,14644,14214,28858,0.5075,0.4925,0.9706,200,
2026-06-04,US.DJT,15729,2142,17871,0.8801,0.1199,0.1362,200,
2026-06-04,US.DUOL,1235,1104,2339,0.528,0.472,0.8939,200,
2026-06-04,US.EWT,11147,507,11654,0.9565,0.0435,0.0455,200,
2026-06-04,US.FCX,31832,5349,37181,0.8561,0.1439,0.168,200,
2026-06-04,US.FUTU,2195,4421,6616,0.3318,0.6682,2.0141,200,
2026-06-04,US.GDS,339,87,426,0.7958,0.2042,0.2566,200,
2026-06-04,US.GEMI,1250,57,1307,0.9564,0.0436,0.0456,200,
2026-06-04,US.GEV,2100,2509,4609,0.4556,0.5444,1.1948,200,
2026-06-04,US.GFS,3230,956,4186,0.7716,0.2284,0.296,200,
2026-06-04,US.GOOGL,220933,47704,268637,0.8224,0.1776,0.2159,200,
2026-06-04,US.HOOD,192193,17896,210089,0.9148,0.0852,0.0931,200,
2026-06-04,US.HPE,40506,7913,48419,0.8366,0.1634,0.1954,200,
2026-06-04,US.IBIT,158573,240977,399550,0.3969,0.6031,1.5197,200,
2026-06-04,US.IBM,23556,6519,30075,0.7832,0.2168,0.2767,200,
2026-06-04,US.IGV,20727,40089,60816,0.3408,0.6592,1.9341,200,
2026-06-04,US.INTC,168428,45720,214148,0.7865,0.2135,0.2715,200,
2026-06-04,US.INTU,3397,2844,6241,0.5443,0.4557,0.8372,200,
2026-06-04,US.IREN,114842,45804,160646,0.7149,0.2851,0.3988,200,
2026-06-04,US.IWM,511168,794593,1305761,0.3915,0.6085,1.5545,200,
2026-06-04,US.JD,7306,1442,8748,0.8352,0.1648,0.1974,200,
2026-06-04,US.LI,2125,2504,4629,0.4591,0.5409,1.1784,200,
2026-06-04,US.LITE,5045,6732,11777,0.4284,0.5716,1.3344,200,
2026-06-04,US.MARA,45338,18065,63403,0.7151,0.2849,0.3985,200,
2026-06-04,US.MDB,15375,1505,16880,0.9108,0.0892,0.0979,200,
2026-06-04,US.META,294521,46500,341021,0.8636,0.1364,0.1579,200,
2026-06-04,US.MP,8206,4426,12632,0.6496,0.3504,0.5394,200,
2026-06-04,US.MRNA,61531,9670,71201,0.8642,0.1358,0.1572,200,
2026-06-04,US.MRVL,147466,36365,183831,0.8022,0.1978,0.2466,200,
2026-06-04,US.MSFT,170326,39905,210231,0.8102,0.1898,0.2343,200,
2026-06-04,US.MSTR,89790,121800,211590,0.4244,0.5756,1.3565,200,
2026-06-04,US.NBIS,33017,13789,46806,0.7054,0.2946,0.4176,200,
2026-06-04,US.NET,7210,7603,14813,0.4867,0.5133,1.0545,200,
2026-06-04,US.NOK,379675,54805,434480,0.8739,0.1261,0.1443,200,
2026-06-04,US.NOW,84979,16451,101430,0.8378,0.1622,0.1936,200,
2026-06-04,US.NVDA,934113,357522,1291635,0.7232,0.2768,0.3827,200,
2026-06-04,US.OKLO,31417,7212,38629,0.8133,0.1867,0.2296,200,
2026-06-04,US.OPEN,51611,6134,57745,0.8938,0.1062,0.1189,200,
2026-06-04,US.ORCL,110212,26575,136787,0.8057,0.1943,0.2411,200,
2026-06-04,US.PANW,14433,14621,29054,0.4968,0.5032,1.013,200,
2026-06-04,US.PDD,7902,5280,13182,0.5995,0.4005,0.6682,200,
2026-06-04,US.PLTR,195884,68115,263999,0.742,0.258,0.3477,200,
2026-06-04,US.QCOM,54229,11131,65360,0.8297,0.1703,0.2053,200,
2026-06-04,US.QQQ,1733149,1444575,3177724,0.5454,0.4546,0.8335,200,
2026-06-04,US.RBRK,13137,2137,15274,0.8601,0.1399,0.1627,200,
2026-06-04,US.RDDT,46510,8160,54670,0.8507,0.1493,0.1754,200,
2026-06-04,US.RXRX,44176,1472,45648,0.9678,0.0322,0.0333,200,
2026-06-04,US.SAP,4792,418,5210,0.9198,0.0802,0.0872,200,
2026-06-04,US.SBET,19579,761,20340,0.9626,0.0374,0.0389,200,
2026-06-04,US.SCO,2937,2565,5502,0.5338,0.4662,0.8733,200,
2026-06-04,US.SMCI,72837,20402,93239,0.7812,0.2188,0.2801,200,
2026-06-04,US.SNOW,19985,4875,24860,0.8039,0.1961,0.2439,200,
2026-06-04,US.SOFI,125451,29037,154488,0.812,0.188,0.2315,200,
2026-06-04,US.SOUN,21648,4284,25932,0.8348,0.1652,0.1979,200,
2026-06-04,US.SOXL,31501,35657,67158,0.4691,0.5309,1.1319,200,
2026-06-04,US.SOXS,232202,52311,284513,0.8161,0.1839,0.2253,200,
2026-06-04,US.SPY,2537183,1990728,4527911,0.5603,0.4397,0.7846,200,
2026-06-04,US.SQQQ,40484,10376,50860,0.796,0.204,0.2563,200,
2026-06-04,US.SVIX,357,632,989,0.361,0.639,1.7703,200,
2026-06-04,US.TEAM,2077,472,2549,0.8148,0.1852,0.2273,200,
2026-06-04,US.TIGR,3864,2808,6672,0.5791,0.4209,0.7267,200,
2026-06-04,US.TMF,2518,1986,4504,0.5591,0.4409,0.7887,200,
2026-06-04,US.TNA,4620,4509,9129,0.5061,0.4939,0.976,200,
2026-06-04,US.TSLA,714165,343971,1058136,0.6749,0.3251,0.4816,200,
2026-06-04,US.TSM,58882,49164,108046,0.545,0.455,0.835,200,
2026-06-04,US.TWLO,4550,1574,6124,0.743,0.257,0.3459,200,
2026-06-04,US.UPST,6966,1771,8737,0.7973,0.2027,0.2542,200,
2026-06-04,US.UVXY,13886,1634,15520,0.8947,0.1053,0.1177,200,
2026-06-04,US.VEEV,5846,2998,8844,0.661,0.339,0.5128,200,
2026-06-04,US.VST,3726,3841,7567,0.4924,0.5076,1.0309,200,
2026-06-04,US.WDAY,1909,746,2655,0.719,0.281,0.3908,200,
2026-06-04,US.XOM,12290,11794,24084,0.5103,0.4897,0.9596,200,
2026-06-04,US.YINN,1913,710,2623,0.7293,0.2707,0.3711,200,
2026-06-03,US.GFS,35014,4679,39693,0.8821,0.1179,0.1336,,
2026-06-03,US.QCOM,216434,15331,231765,0.9339,0.0661,0.0708,,
2026-06-03,US.VEEV,9437,4858,14295,0.6602,0.3398,0.5148,,
2026-06-03,US.AVGO,247330,65501,312831,0.7906,0.2094,0.2648,,
2026-06-03,US.COHR,7566,22314,29880,0.2532,0.7468,2.9492,,
2026-06-03,US.VST,5928,12010,17938,0.3305,0.6695,2.026,,
2026-06-03,US.INTC,486564,87246,573810,0.848,0.152,0.1793,,
2026-06-03,US.MSTR,78289,194188,272477,0.2873,0.7127,2.4804,,
2026-06-03,US.MRNA,30544,4055,34599,0.8828,0.1172,0.1328,,
2026-06-03,US.NOK,563572,128334,691906,0.8145,0.1855,0.2277,,
2026-06-03,US.SOXS,237478,51949,289427,0.8205,0.1795,0.2188,,
2026-06-03,US.AMD,192445,39422,231867,0.83,0.17,0.2048,,
2026-06-03,US.OKLO,85165,15699,100864,0.8444,0.1556,0.1843,,
2026-06-03,US.GOOGL,229445,71131,300576,0.7634,0.2366,0.31,,
2026-06-03,US.MRVL,219133,56325,275458,0.7955,0.2045,0.257,,
2026-06-03,US.SQQQ,47929,7626,55555,0.8627,0.1373,0.1591,,
2026-06-03,US.XOM,41914,17135,59049,0.7098,0.2902,0.4088,,
2026-06-03,US.OPEN,141529,21402,162931,0.8686,0.1314,0.1512,,
2026-06-03,US.AMZN,420825,131777,552602,0.7615,0.2385,0.3131,,
2026-06-03,US.META,254728,37978,292706,0.8703,0.1297,0.1491,,
2026-06-03,US.AAPL,448045,126439,574484,0.7799,0.2201,0.2822,,
2026-06-03,US.CRWD,22534,21175,43709,0.5155,0.4845,0.9397,,
2026-06-03,US.LI,4167,589,4756,0.8762,0.1238,0.1413,,
2026-06-03,US.TNA,8493,15499,23992,0.354,0.646,1.8249,,
2026-06-03,US.SCO,2324,721,3045,0.7632,0.2368,0.3102,,
2026-06-03,US.AEHR,5544,1895,7439,0.7453,0.2547,0.3418,,
2026-06-03,US.FUTU,6609,9778,16387,0.4033,0.5967,1.4795,,
2026-06-03,US.SMCI,183409,32522,215931,0.8494,0.1506,0.1773,,
2026-06-03,US.ASX,3209,414,3623,0.8857,0.1143,0.129,,
2026-06-03,US.BABA,57690,16441,74131,0.7782,0.2218,0.285,,
2026-06-03,US.IBIT,188769,299397,488166,0.3867,0.6133,1.586,,
2026-06-03,US.RBRK,6353,1675,8028,0.7914,0.2086,0.2637,,
2026-06-03,US.IWM,137732,433008,570740,0.2413,0.7587,3.1438,,
2026-06-03,US.SAP,3904,991,4895,0.7975,0.2025,0.2538,,
2026-06-03,US.FCX,37318,16999,54317,0.687,0.313,0.4555,,
2026-06-03,US.IBM,80571,23873,104444,0.7714,0.2286,0.2963,,
2026-06-03,US.CVX,17973,9021,26994,0.6658,0.3342,0.5019,,
2026-06-03,US.RDDT,21973,5195,27168,0.8088,0.1912,0.2364,,
2026-06-03,US.CBRS,12963,5891,18854,0.6875,0.3125,0.4544,,
2026-06-03,US.IREN,208902,90255,299157,0.6983,0.3017,0.432,,
2026-06-03,US.DJT,9904,1772,11676,0.8482,0.1518,0.1789,,
2026-06-03,US.MARA,80624,23321,103945,0.7756,0.2244,0.2893,,
2026-06-03,US.NVDA,912995,220129,1133124,0.8057,0.1943,0.2411,,
2026-06-03,US.SOFI,222290,69572,291862,0.7616,0.2384,0.313,,
2026-06-03,US.SOUN,59366,17012,76378,0.7773,0.2227,0.2866,,
2026-06-03,US.CRWV,111627,38880,150507,0.7417,0.2583,0.3483,,
2026-06-03,US.BMNR,88027,55504,143531,0.6133,0.3867,0.6305,,
2026-06-03,US.BBAI,69324,15859,85183,0.8138,0.1862,0.2288,,
2026-06-03,US.MSFT,270660,65706,336366,0.8047,0.1953,0.2428,,
2026-06-03,US.JD,18717,6860,25577,0.7318,0.2682,0.3665,,
2026-06-03,US.TMF,8831,5227,14058,0.6282,0.3718,0.5919,,
2026-06-03,US.SOXL,41701,26102,67803,0.615,0.385,0.6259,,
2026-06-03,US.TWLO,2213,455,2668,0.8295,0.1705,0.2056,,
2026-06-03,US.NOW,107696,34896,142592,0.7553,0.2447,0.324,,
2026-06-03,US.TSLA,683444,273459,956903,0.7142,0.2858,0.4001,,
2026-06-03,US.ORCL,149842,49564,199406,0.7514,0.2486,0.3308,,
2026-06-03,US.ASML,5802,5947,11749,0.4938,0.5062,1.025,,
2026-06-03,US.PLTR,303431,135442,438873,0.6914,0.3086,0.4464,,
2026-06-03,US.RXRX,10658,2055,12713,0.8384,0.1616,0.1928,,
2026-06-03,US.PANW,38168,31789,69957,0.5456,0.4544,0.8329,,
2026-06-03,US.HPE,77886,20681,98567,0.7902,0.2098,0.2655,,
2026-06-03,US.TEAM,7523,3660,11183,0.6727,0.3273,0.4865,,
2026-06-03,US.UVXY,7982,2952,10934,0.73,0.27,0.3698,,
2026-06-03,US.SBET,8236,3018,11254,0.7318,0.2682,0.3664,,
2026-06-03,US.DUOL,1824,738,2562,0.7119,0.2881,0.4046,,
2026-06-03,US.APLD,25873,10638,36511,0.7086,0.2914,0.4112,,
2026-06-03,US.COIN,65472,52348,117820,0.5557,0.4443,0.7995,,
2026-06-03,US.YINN,3392,1777,5169,0.6562,0.3438,0.5239,,
2026-06-03,US.TSM,29778,37199,66977,0.4446,0.5554,1.2492,,
2026-06-03,US.HOOD,145998,68807,214805,0.6797,0.3203,0.4713,,
2026-06-03,US.GDS,551,187,738,0.7466,0.2534,0.3394,,
2026-06-03,US.LITE,9217,6646,15863,0.581,0.419,0.7211,,
2026-06-03,US.MDB,9755,5896,15651,0.6233,0.3767,0.6044,,
2026-06-03,US.MP,12753,10857,23610,0.5402,0.4598,0.8513,,
2026-06-03,US.IGV,85988,57498,143486,0.5993,0.4007,0.6687,,
2026-06-03,US.DELL,37579,19810,57389,0.6548,0.3452,0.5272,,
2026-06-03,US.QQQ,493247,644796,1138043,0.4334,0.5666,1.3072,,
2026-06-03,US.INTU,7112,4647,11759,0.6048,0.3952,0.6534,,
2026-06-03,US.DDOG,10105,7119,17224,0.5867,0.4133,0.7045,,
2026-06-03,US.SPY,759795,954908,1714703,0.4431,0.5569,1.2568,,
2026-06-03,US.NET,7818,4149,11967,0.6533,0.3467,0.5307,,
2026-06-03,US.SVIX,1559,1915,3474,0.4488,0.5512,1.2284,,
2026-06-03,US.PDD,24130,14695,38825,0.6215,0.3785,0.609,,
2026-06-03,US.SNOW,29608,16320,45928,0.6447,0.3553,0.5512,,
2026-06-03,US.CRCL,29349,27645,56994,0.5149,0.4851,0.9419,,
2026-06-03,US.UPST,8622,6913,15535,0.555,0.445,0.8018,,
2026-06-03,US.CRM,40177,23568,63745,0.6303,0.3697,0.5866,,
2026-06-03,US.NBIS,34232,36762,70994,0.4822,0.5178,1.0739,,
2026-06-03,US.ADSK,1511,858,2369,0.6378,0.3622,0.5678,,
2026-06-03,US.GEV,2919,2780,5699,0.5122,0.4878,0.9524,,
2026-06-03,US.GEMI,1424,1345,2769,0.5143,0.4857,0.9445,,
2026-06-03,US.EWT,1041,1208,2249,0.4629,0.5371,1.1604,,
2026-06-03,US.TIGR,4774,4405,9179,0.5201,0.4799,0.9227,,
2026-06-03,US.WDAY,3037,2845,5882,0.5163,0.4837,0.9368,,
2026-06-05,US.AAPL,330453,135839,466292,0.7087,0.2913,0.4111,200,
2026-06-05,US.ADSK,1104,809,1913,0.5771,0.4229,0.7328,200,
2026-06-05,US.AEHR,2452,1913,4365,0.5617,0.4383,0.7802,200,
2026-06-05,US.AMD,109403,101355,210758,0.5191,0.4809,0.9264,200,
2026-06-05,US.AMZN,435192,143107,578299,0.7525,0.2475,0.3288,200,
2026-06-05,US.APLD,38528,18696,57224,0.6733,0.3267,0.4853,200,
2026-06-05,US.ASML,4242,2090,6332,0.6699,0.3301,0.4927,200,
2026-06-05,US.ASX,5650,1679,7329,0.7709,0.2291,0.2972,200,
2026-06-05,US.AVGO,88651,101028,189679,0.4674,0.5326,1.1396,200,
2026-06-05,US.BABA,62389,20622,83011,0.7516,0.2484,0.3305,200,
2026-06-05,US.BBAI,71813,22161,93974,0.7642,0.2358,0.3086,200,
2026-06-05,US.BMNR,86463,60355,146818,0.5889,0.4111,0.698,200,
2026-06-05,US.CBRS,10562,7091,17653,0.5983,0.4017,0.6714,200,
2026-06-05,US.COHR,10053,7306,17359,0.5791,0.4209,0.7267,200,
2026-06-05,US.COIN,58161,63325,121486,0.4787,0.5213,1.0888,200,
2026-06-05,US.CRCL,32157,46635,78792,0.4081,0.5919,1.4502,200,
2026-06-05,US.CRM,31656,18068,49724,0.6366,0.3634,0.5708,200,
2026-06-05,US.CRWD,7313,7511,14824,0.4933,0.5067,1.0271,200,
2026-06-05,US.CRWV,85371,66254,151625,0.563,0.437,0.7761,200,
2026-06-05,US.CVX,26462,5892,32354,0.8179,0.1821,0.2227,200,
2026-06-05,US.DDOG,7239,6727,13966,0.5183,0.4817,0.9293,200,
2026-06-05,US.DELL,15819,18777,34596,0.4572,0.5428,1.187,200,
2026-06-05,US.DJT,19516,4319,23835,0.8188,0.1812,0.2213,200,
2026-06-05,US.DUOL,2048,1103,3151,0.65,0.35,0.5386,200,
2026-06-05,US.EWT,13546,5441,18987,0.7134,0.2866,0.4017,200,
2026-06-05,US.FCX,98425,42008,140433,0.7009,0.2991,0.4268,200,
2026-06-05,US.FUTU,3225,6167,9392,0.3434,0.6566,1.9122,200,
2026-06-05,US.GDS,1089,65,1154,0.9437,0.0563,0.0597,200,
2026-06-05,US.GEMI,1469,1648,3117,0.4713,0.5287,1.1219,200,
2026-06-05,US.GEV,4420,6552,10972,0.4028,0.5972,1.4824,200,
2026-06-05,US.GFS,7226,3982,11208,0.6447,0.3553,0.5511,200,
2026-06-05,US.GOOGL,109953,47552,157505,0.6981,0.3019,0.4325,200,
2026-06-05,US.HOOD,193995,49490,243485,0.7967,0.2033,0.2551,200,
2026-06-05,US.HPE,81710,30068,111778,0.731,0.269,0.368,200,
2026-06-05,US.IBIT,189994,522800,712794,0.2665,0.7335,2.7517,200,
2026-06-05,US.IBM,35617,16841,52458,0.679,0.321,0.4728,200,
2026-06-05,US.IGV,80998,32500,113498,0.7137,0.2863,0.4012,200,
2026-06-05,US.INTC,216209,108836,325045,0.6652,0.3348,0.5034,200,
2026-06-05,US.INTU,6620,8231,14851,0.4458,0.5542,1.2434,200,
2026-06-05,US.IREN,155453,125890,281343,0.5525,0.4475,0.8098,200,
2026-06-05,US.IWM,244362,1092256,1336618,0.1828,0.8172,4.4698,200,
2026-06-05,US.JD,20919,2951,23870,0.8764,0.1236,0.1411,200,
2026-06-05,US.LI,9703,5499,15202,0.6383,0.3617,0.5667,200,
